id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
5	0	94	94	174	23	20	80	57	0
9	0	169	169	182	6	7	13	7	0
1	1	0	0	230	28	86	230	202	0
6	1	100	100	234	17	0	134	117	0
10	0	182	182	329	52	79	147	95	0
13	0	285	285	362	17	44	77	60	0
14	0	320	320	422	14	29	102	88	0
15	1	324	324	470	16	0	146	130	0
18	0	351	379	482	25	43	103	106	28
17	1	336	337	507	34	23	170	137	1
19	1	417	422	538	13	0	116	108	5
20	2	422	428	572	41	17	144	109	6
12	3	255	255	666	36	38	411	375	0
3	3	37	37	672	46	61	635	589	0
16	3	325	329	689	51	0	360	313	4
7	3	124	130	747	86	47	617	537	6
2	5	17	17	931	96	80	914	818	0
11	6	195	195	1039	140	118	844	704	0
8	7	130	143	1081	141	289	938	810	13
4	12	82	82	1131	192	175	1049	857	0
0	0	0	0	1131	57	0	1131	1074	0
