FCFS,FeedBackRRS,IdealSJF,RRS,SJF
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
6.4,0.0,15.8,3.8,39.2
23.0,9.6,20.2,8.8,87.6
31.8,5.0,104.8,13.0,18.4
56.6,13.0,22.4,17.8,36.2
