id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	178	26	36	178	152	0
2	0	1	7	196	85	23	189	110	6
4	0	65	129	270	17	12	141	188	64
5	0	72	140	277	35	7	137	170	68
3	0	51	83	305	74	51	222	180	32
10	0	191	316	381	65	0	65	125	125
20	0	343	561	580	19	0	19	218	218
6	0	101	196	674	31	6	478	542	95
13	0	241	416	686	48	6	270	397	175
18	0	304	533	778	9	31	245	465	229
12	0	223	401	855	72	7	454	560	178
14	0	251	461	972	52	41	511	669	210
9	0	185	305	1100	141	73	795	774	120
19	0	320	534	1117	55	30	583	742	214
17	0	303	512	1151	71	122	639	777	209
7	0	126	204	1167	46	74	963	995	78
8	0	146	213	1254	131	61	1041	977	67
15	0	262	470	1334	53	124	864	1019	208
16	0	275	471	1500	149	140	1029	1076	196
11	0	209	381	1616	358	225	1235	1049	172
0	0	0	0	1616	79	0	1616	1537	0
