FCFS,FeedBackRRS,IdealSJF,RRS,SJF
480.8,432.6,461.2,459.6,471.6
31.2,31.2,31.2,31.2,31.2
83.0,83.0,83.0,83.0,83.0
68.4,68.4,68.4,68.4,68.4
81.6,81.6,81.6,81.6,81.6
83.4,83.4,83.4,83.4,83.4
57.4,57.4,57.4,57.4,57.4
107.2,107.2,107.2,107.2,107.2
125.2,125.2,125.2,125.2,125.2
88.6,88.6,88.6,88.6,88.6
105.2,105.2,105.2,105.2,105.2
