id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	141	28	86	141	113	0
6	0	100	116	175	17	0	59	58	16
5	0	94	109	236	23	20	127	119	15
3	0	37	43	282	46	61	239	199	6
9	0	169	225	296	6	7	71	121	56
15	0	324	376	456	16	0	80	116	52
14	0	320	372	485	14	29	113	151	52
13	0	285	342	589	17	44	247	287	57
2	0	17	20	618	96	80	598	505	3
19	0	417	513	621	13	0	108	191	96
12	0	255	306	680	36	38	374	389	51
10	0	182	236	753	52	79	517	519	54
17	0	336	416	758	34	23	342	388	80
16	0	325	386	759	51	0	373	383	61
18	0	351	434	778	25	43	344	402	83
20	0	422	523	835	41	17	312	372	101
7	0	124	158	845	86	47	687	635	34
11	0	195	248	1028	140	118	780	693	53
4	0	82	93	1100	192	175	1007	826	11
8	0	130	175	1120	141	289	945	849	45
0	0	0	0	1120	46	0	1120	1074	0
