id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	51	89	175	17	0	86	107	38
9	0	86	129	211	6	7	82	119	43
1	0	0	0	216	28	86	216	188	0
5	0	48	72	232	23	20	160	161	24
15	0	165	253	383	16	0	130	202	88
14	0	163	249	403	14	29	154	226	86
3	0	19	30	436	46	61	406	371	11
19	0	213	343	464	13	0	121	238	130
13	0	145	216	497	17	44	281	335	71
12	0	130	197	657	36	38	460	491	67
17	0	172	283	691	34	23	408	485	111
18	0	180	291	734	25	43	443	529	111
16	0	166	263	735	51	0	472	518	97
10	0	93	148	766	52	79	618	621	55
20	0	216	353	772	41	17	419	515	137
2	0	9	10	794	96	80	784	689	1
7	0	63	99	833	86	47	734	684	36
11	0	100	175	1018	140	118	843	778	75
4	0	42	63	1100	192	175	1037	866	21
8	0	66	119	1106	141	289	987	899	53
0	0	0	0	1106	32	0	1106	1074	0
