id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	13	13	14	1	0	1	0	0
1	0	0	0	56	45	11	56	11	0
4	0	34	56	63	7	0	7	22	22
6	0	55	65	68	3	0	3	10	10
7	0	57	68	88	20	0	20	11	11
5	0	49	64	168	81	1	104	38	15
9	0	73	215	235	20	0	20	142	142
3	0	18	18	265	29	38	247	218	0
12	0	89	298	304	6	0	6	209	209
19	0	230	391	433	42	0	42	161	161
11	0	84	265	522	87	4	257	351	181
15	0	140	313	563	59	2	250	364	173
17	0	208	365	675	23	24	310	444	157
14	0	136	307	805	46	61	498	623	171
18	0	220	381	841	43	9	460	578	161
16	0	155	343	862	119	50	519	588	188
20	0	248	445	925	94	81	480	583	197
10	0	77	235	1005	133	56	770	795	158
8	0	69	168	1104	139	149	936	896	99
13	0	131	304	1320	153	301	1016	1036	173
0	0	0	0	1320	170	0	1320	1150	0
