FCFS,FeedBackRRS,IdealSJF,RRS,SJF
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
13.6,0.0,225.8,8.0,244.4
55.4,17.0,166.2,16.2,290.0
91.2,64.8,51.2,24.6,80.0
111.4,30.0,100.2,34.6,100.2
141.4,55.6,97.6,42.8,13.6
174.0,70.2,119.8,51.6,325.8
204.8,77.4,172.0,61.0,46.2
238.6,43.2,213.2,68.0,132.4
274.8,26.6,240.4,76.4,195.2
