id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1499.6,126.0,0.0,1499.6,1373.6,0.0
1,0.4,0.0,0.0,76.8,21.0,26.6,76.8,55.8,0.0
2,3.2,17.0,17.0,682.2,56.0,31.4,665.2,609.2,0.0
3,2.0,45.0,45.0,583.2,46.0,40.0,538.2,492.2,0.0
4,2.6,70.6,77.4,323.8,54.8,42.4,246.4,198.4,6.8
5,3.2,91.2,94.6,749.8,56.0,19.2,655.2,602.6,3.4
6,1.8,110.8,110.8,529.0,38.6,15.6,418.2,379.6,0.0
7,3.4,127.8,132.8,686.0,72.6,51.0,553.2,485.6,5.0
8,4.2,146.2,148.8,767.0,84.6,101.4,618.2,536.2,2.6
9,3.0,167.0,167.0,629.6,59.6,20.6,462.6,403.0,0.0
10,3.4,176.8,179.0,728.8,70.6,42.4,549.8,481.4,2.2
11,10.0,188.6,203.0,1083.0,155.2,73.6,880.0,739.2,14.4
12,3.2,215.8,223.0,748.8,50.6,19.4,525.8,482.4,7.2
13,4.6,251.6,254.2,797.4,75.0,90.2,543.2,470.8,2.6
14,4.0,274.4,281.4,901.8,67.6,35.8,620.4,559.8,7.0
15,5.4,289.6,311.8,910.0,81.6,73.0,598.2,538.8,22.2
16,6.6,299.6,304.8,1070.6,94.8,74.2,765.8,676.2,5.2
17,4.8,334.8,349.2,948.0,73.0,55.4,598.8,540.2,14.4
18,2.2,347.4,371.6,718.4,48.8,34.4,346.8,322.2,24.2
19,8.6,368.2,380.6,1097.8,112.8,84.8,717.2,616.8,12.4
20,3.4,393.4,400.6,795.0,54.4,61.8,394.4,347.2,7.2
