id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	122	26	36	122	96	0
12	0	114	122	220	72	7	98	34	8
20	0	176	220	239	19	0	19	44	44
18	0	156	240	323	9	31	83	158	84
7	0	65	323	540	46	74	217	429	258
10	0	98	540	605	65	0	65	442	442
4	0	33	48	614	17	12	566	564	15
14	0	128	131	747	52	41	616	567	3
6	0	52	59	753	31	6	694	670	7
5	0	37	67	800	35	7	733	728	30
19	0	164	497	884	55	30	387	665	333
2	0	1	7	915	85	23	908	829	6
15	0	134	239	917	53	124	678	730	105
17	0	155	332	951	71	122	619	725	177
16	0	141	481	1036	149	140	555	746	340
9	0	95	460	1119	141	73	659	883	365
13	0	123	410	1122	48	6	712	951	287
3	0	26	241	1150	74	51	909	1050	215
8	0	75	353	1440	131	61	1087	1234	278
11	0	107	605	1698	358	225	1093	1233	498
0	0	0	0	1698	161	0	1698	1537	0
