FCFS,FeedBackRRS,IdealSJF,RRS,SJF
1180.2,1180.2,1180.2,1180.2,1180.2
302.0,218.8,172.4,252.0,278.0
552.4,551.6,438.8,546.0,542.4
874.6,843.2,823.0,857.2,832.8
657.0,648.2,701.4,667.4,702.8
529.4,528.6,504.6,548.2,563.0
