FCFS,FeedBackRRS,IdealSJF,RRS,SJF
645.0,626.6,630.0,638.6,636.2
81.2,72.8,55.2,55.2,90.8
187.0,337.0,161.2,211.4,279.4
229.8,305.6,211.8,236.8,298.8
288.6,247.8,258.2,275.0,290.0
299.0,348.2,254.0,329.0,294.2
312.8,290.4,255.2,293.4,302.2
474.8,400.0,384.0,427.2,478.8
537.8,458.2,468.6,496.4,502.4
415.4,365.2,371.2,398.2,371.2
434.4,414.0,411.2,444.8,380.4
