id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	1	1	0	1	0	0
2	0	39	39	49	10	0	10	0	0
4	0	75	78	173	24	25	95	74	3
3	0	58	58	267	61	10	209	148	0
8	0	159	201	291	10	8	90	122	42
7	0	126	149	357	25	6	208	206	23
5	0	95	96	428	51	0	332	282	1
16	0	296	367	484	20	0	117	168	71
9	0	162	203	498	34	14	295	302	41
20	0	369	472	612	6	49	140	237	103
18	0	318	407	619	27	0	212	274	89
6	0	107	129	677	54	63	548	516	22
17	0	317	397	956	68	27	559	571	80
10	0	164	213	985	84	63	772	737	49
15	0	292	357	992	51	174	635	649	65
12	0	175	243	1075	103	49	832	797	68
14	0	247	331	1103	108	26	772	748	84
11	0	171	233	1118	129	11	885	818	62
13	0	204	267	1217	152	60	950	861	63
19	0	320	417	1710	367	316	1293	1023	97
0	0	0	0	1710	325	0	1710	1385	0
