FCFS,FeedBackRRS,IdealSJF,RRS,SJF
1157.6,1192.2,1165.0,1188.6,1195.2
240.4,210.0,91.0,159.6,153.0
416.8,449.2,342.2,399.8,465.2
350.4,449.2,350.0,429.8,361.8
785.4,825.2,601.2,794.4,651.6
611.6,707.2,624.6,703.4,588.2
728.4,648.0,527.8,686.2,735.4
510.0,502.6,331.6,517.2,453.2
610.2,667.8,498.6,674.6,591.4
119.0,195.6,78.6,178.6,103.0
575.6,709.2,651.0,657.2,569.4
