id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	93	26	36	93	67	0
2	0	1	7	130	85	23	123	44	6
4	0	65	93	136	17	12	43	54	28
6	0	101	104	196	31	6	92	64	3
5	0	72	162	209	35	7	47	102	90
18	0	304	307	349	9	31	42	36	3
7	0	126	136	365	46	74	229	193	10
20	0	343	384	403	19	0	19	41	41
14	0	251	284	462	52	41	178	159	33
3	0	51	223	591	74	51	368	466	172
19	0	320	479	627	55	30	148	252	159
17	0	303	415	661	71	122	246	287	112
15	0	262	269	699	53	124	430	384	7
13	0	241	739	794	48	6	55	505	498
16	0	275	308	892	149	140	584	468	33
12	0	223	275	1002	72	7	727	707	52
10	0	191	1027	1092	65	0	65	836	836
8	0	146	892	1282	131	61	390	1005	746
9	0	185	209	1372	141	73	1163	1046	24
11	0	209	220	1685	358	225	1465	1118	11
0	0	0	0	1685	148	0	1685	1537	0
