id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,626.6,66.8,0.0,626.6,559.8,0.0
1,0.4,0.0,0.0,72.8,21.0,26.6,72.8,51.8,0.0
2,3.4,17.0,17.0,337.0,56.0,31.4,320.0,264.0,0.0
3,2.2,45.0,45.0,305.6,46.0,40.0,260.6,214.6,0.0
4,2.6,70.6,77.4,247.8,54.8,42.4,170.4,122.4,6.8
5,2.8,91.2,94.6,348.2,56.0,19.2,253.6,201.0,3.4
6,2.0,110.8,110.8,290.4,38.6,15.6,179.6,141.0,0.0
7,4.0,127.8,132.8,400.0,72.6,51.0,267.2,199.6,5.0
8,4.8,146.2,148.8,458.2,84.6,101.4,309.4,227.4,2.6
9,3.8,167.0,167.0,365.2,59.6,20.6,198.2,138.6,0.0
10,5.2,176.8,179.0,414.0,70.6,42.4,235.0,166.6,2.2
