id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,645.0,85.2,0.0,645.0,559.8,0.0
1,0.0,0.0,0.0,81.2,21.0,26.6,81.2,60.2,0.0
2,0.0,17.0,26.0,187.0,56.0,31.4,161.0,114.0,9.0
3,0.0,45.0,64.8,229.8,46.0,40.0,165.0,138.8,19.8
4,0.0,70.6,91.8,288.6,54.8,42.4,196.8,163.2,21.2
5,0.0,91.2,115.8,299.0,56.0,19.2,183.2,151.8,24.6
6,0.0,110.8,169.0,312.8,38.6,15.6,143.8,163.4,58.2
7,0.0,127.8,200.2,474.8,72.6,51.0,274.6,274.4,72.4
8,0.0,146.2,222.4,537.8,84.6,101.4,315.4,307.0,76.2
9,0.0,167.0,270.4,415.4,59.6,20.6,145.0,188.8,103.4
10,0.0,176.8,294.8,434.4,70.6,42.4,139.6,187.0,118.0
