id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1527.0,153.4,0.0,1527.0,1373.6,0.0
1,0.0,0.0,0.0,81.2,21.0,26.6,81.2,60.2,0.0
2,0.0,17.0,26.0,199.6,56.0,31.4,173.6,126.6,9.0
3,0.0,45.0,64.8,229.8,46.0,40.0,165.0,138.8,19.8
4,0.0,70.6,91.8,368.4,54.8,42.4,276.6,243.0,21.2
5,0.0,91.2,115.8,366.0,56.0,19.2,250.2,218.8,24.6
6,0.0,110.8,169.0,434.8,38.6,15.6,265.8,285.4,58.2
7,0.0,127.8,200.2,948.4,72.6,51.0,748.2,748.0,72.4
8,0.0,146.2,222.4,841.4,84.6,101.4,619.0,610.6,76.2
9,0.0,167.0,270.4,601.2,59.6,20.6,330.8,374.6,103.4
10,0.0,176.8,294.8,728.8,70.6,42.4,434.0,481.4,118.0
11,0.0,188.6,328.8,1012.0,155.2,73.6,683.2,668.2,140.2
12,0.0,215.8,382.2,737.0,50.6,19.4,354.8,470.6,166.4
13,0.0,251.6,406.0,1027.0,75.0,90.2,621.0,700.4,154.4
14,0.0,274.4,425.6,894.6,67.6,35.8,469.0,552.6,151.2
15,0.0,289.6,453.6,1010.0,81.6,73.0,556.4,638.8,164.0
16,0.0,299.6,482.4,998.8,94.8,74.2,516.4,604.4,182.8
17,0.0,334.8,549.6,1047.0,73.0,55.4,497.4,639.2,214.8
18,0.0,347.4,589.6,974.2,48.8,34.4,384.6,578.0,242.2
19,0.0,368.2,612.0,1042.4,112.8,84.8,430.4,561.4,243.8
20,0.0,393.4,670.2,1025.8,54.4,61.8,355.6,578.0,276.8
