id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	13	13	14	1	0	1	0	0
1	0	0	0	56	45	11	56	11	0
6	0	55	57	60	3	0	3	2	2
4	0	34	60	67	7	0	7	26	26
7	0	57	68	88	20	0	20	11	11
5	0	49	67	168	81	1	101	38	18
3	0	18	18	195	29	38	177	148	0
12	0	89	195	201	6	0	6	106	106
9	0	73	273	293	20	0	20	200	200
19	0	230	465	507	42	0	42	235	235
14	0	136	201	606	46	61	405	424	65
17	0	208	562	613	23	24	51	382	354
18	0	220	410	730	43	9	320	467	190
15	0	140	293	762	59	2	469	563	153
10	0	77	507	843	133	56	336	633	430
11	0	84	510	922	87	4	412	751	426
20	0	248	269	970	94	81	701	628	21
16	0	155	420	1056	119	50	636	782	265
13	0	131	266	1153	153	301	887	869	135
8	0	69	207	1203	139	149	996	995	138
0	0	0	0	1203	53	0	1203	1150	0
