id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	51	63	80	17	0	17	12	12
9	0	86	108	137	6	7	29	45	22
5	0	48	101	214	23	20	113	143	53
15	0	165	232	248	16	0	16	67	67
14	0	163	214	258	14	29	44	81	51
16	0	166	413	464	51	0	51	247	247
19	0	213	465	478	13	0	13	252	252
13	0	145	391	550	17	44	159	388	246
17	0	172	351	574	34	23	223	368	179
1	0	0	0	579	28	86	579	551	0
20	0	216	218	603	41	17	385	346	2
18	0	180	258	606	25	43	348	401	78
12	0	130	359	617	36	38	258	451	229
10	0	93	110	638	52	79	528	493	17
3	0	19	264	663	46	61	399	598	245
2	0	9	23	864	96	80	841	759	14
7	0	63	307	894	86	47	587	745	244
11	0	100	478	1039	140	118	561	799	378
4	0	42	92	1080	192	175	988	846	50
8	0	66	80	1088	141	289	1008	881	14
0	0	0	0	1088	14	0	1088	1074	0
