FCFS,FeedBackRRS,IdealSJF,RRS,SJF
111.0,145.6,118.4,142.0,148.6
28.2,28.2,28.2,28.2,28.2
78.8,78.8,78.8,78.8,78.8
86.6,86.6,86.6,86.6,86.6
165.4,165.4,165.4,165.4,165.4
142.2,142.2,142.2,142.2,142.2
121.6,121.6,121.6,121.6,121.6
101.8,101.8,101.8,101.8,101.8
163.8,163.8,163.8,163.8,163.8
30.6,30.6,30.6,30.6,30.6
127.6,127.6,127.6,127.6,127.6
