FCFS,FeedBackRRS,IdealSJF,RRS,SJF
831.2,831.2,831.2,831.2,831.2
49.6,42.0,49.6,45.8,49.6
50.4,65.8,50.4,69.4,50.4
68.4,68.0,68.4,77.2,68.4
96.2,132.2,95.2,102.4,110.2
69.4,134.2,60.0,65.2,80.6
65.4,89.6,66.8,69.0,63.2
159.8,144.8,162.2,144.8,166.0
267.0,243.0,239.8,245.4,259.8
97.0,99.0,98.2,106.0,87.4
120.0,103.8,113.4,154.2,90.6
