FCFS,FeedBackRRS,IdealSJF,RRS,SJF
294.4,280.8,299.0,293.2,294.2
77.8,60.0,55.2,53.2,55.2
148.4,186.2,139.4,156.4,153.6
187.8,173.2,180.2,182.6,191.8
224.0,194.0,207.0,215.0,218.2
219.6,191.6,202.2,213.6,198.6
