FCFS,FeedBackRRS,IdealSJF,RRS,SJF
233.8,233.8,233.8,233.8,233.8
56.8,39.0,34.2,32.2,34.2
75.4,113.2,66.4,83.4,80.6
96.8,82.2,89.2,91.6,100.8
98.6,68.6,81.6,89.6,92.8
72.4,44.4,55.0,66.4,51.4
