id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	246	26	36	246	220	0
10	0	98	257	322	65	0	65	159	159
4	0	33	94	340	17	12	246	290	61
5	0	37	105	402	35	7	297	330	68
3	0	26	48	446	74	51	398	346	22
20	0	176	495	514	19	0	19	319	319
2	0	1	7	549	85	23	542	463	6
13	0	123	340	675	48	6	335	504	217
18	0	156	467	763	9	31	296	598	311
6	0	52	168	780	31	6	612	697	116
12	0	114	325	855	72	7	530	669	211
14	0	128	385	962	52	41	577	782	257
19	0	164	468	1034	55	30	566	815	304
9	0	95	246	1117	141	73	871	881	151
17	0	155	446	1151	71	122	705	925	291
7	0	65	176	1242	46	74	1066	1131	111
8	0	75	185	1262	131	61	1077	1056	110
15	0	134	394	1271	53	124	877	1084	260
16	0	141	402	1460	149	140	1058	1170	261
11	0	107	322	1634	358	225	1312	1169	215
0	0	0	0	1634	97	0	1634	1537	0
