id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	5	5	0	5	0	0
8	0	83	109	111	2	0	2	26	26
3	0	23	63	136	20	40	73	93	40
10	0	102	117	163	19	14	46	42	15
13	0	141	149	217	5	40	68	71	8
12	0	131	136	269	36	3	133	102	5
2	0	2	5	406	88	54	401	316	3
11	0	106	198	441	62	10	243	273	92
4	0	34	441	475	34	0	34	407	407
6	0	71	515	616	88	9	101	457	444
5	0	51	70	701	90	68	631	560	19
14	0	150	766	1018	118	22	252	750	616
20	0	182	477	1027	112	162	550	733	295
7	0	78	83	1105	186	128	1022	841	5
18	0	174	269	1407	140	89	1138	1093	95
9	0	91	1297	1435	97	9	138	1247	1206
19	0	175	183	1510	87	78	1327	1248	8
16	0	157	1034	1516	135	181	482	1224	877
15	0	155	860	1674	229	65	814	1290	705
17	0	163	178	1722	169	81	1544	1390	15
0	0	0	0	1722	0	0	1722	1722	0
