FCFS,FeedBackRRS,IdealSJF,RRS,SJF
929.2,926.8,912.2,904.2,920.4
268.8,237.4,114.2,239.2,254.8
419.8,514.2,430.2,493.0,567.8
483.0,431.4,346.4,472.2,525.8
435.0,428.2,302.2,410.6,440.2
451.8,532.0,333.6,499.2,404.6
391.8,403.2,214.6,385.6,331.2
630.8,551.4,431.2,579.6,624.8
755.4,594.6,598.6,632.4,651.0
518.4,480.8,440.0,490.8,457.2
567.4,553.2,478.0,560.4,475.0
