FCFS,FeedBackRRS,IdealSJF,RRS,SJF
831.2,831.2,831.2,831.2,831.2
237.6,206.2,83.0,208.0,223.6
336.8,431.2,347.2,410.0,484.8
414.6,363.0,278.0,403.8,457.4
353.4,346.6,220.6,329.0,358.6
368.4,448.6,250.2,415.8,321.2
334.4,345.8,157.2,328.2,273.8
523.6,444.2,324.0,472.4,517.6
630.2,469.4,473.4,507.2,525.8
429.8,392.2,351.4,402.2,368.6
462.2,448.0,372.8,455.2,369.8
