FCFS,FeedBackRRS,IdealSJF,RRS,SJF
831.2,831.2,831.2,831.2,831.2
57.0,44.2,57.0,48.2,57.0
92.8,292.4,80.2,118.8,149.4
80.8,269.4,94.0,142.8,109.2
170.6,168.6,153.4,169.6,212.6
154.6,237.8,96.8,201.4,143.4
127.4,133.8,111.2,151.2,164.8
321.2,226.8,261.8,258.6,312.6
368.0,273.8,339.2,320.2,345.6
185.6,146.0,195.4,188.6,168.0
183.2,150.0,144.0,207.4,130.8
