id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	1	1	0	1	0	0
2	0	20	20	30	10	0	10	0	0
8	0	82	164	209	10	8	45	117	82
20	0	191	219	284	6	49	65	87	28
7	0	65	89	286	25	6	197	196	24
4	0	39	39	305	24	25	266	242	0
16	1	153	286	464	20	0	178	291	133
9	2	84	251	502	34	14	251	384	167
3	2	30	30	523	61	10	493	432	0
18	2	165	177	552	27	0	375	360	12
5	2	49	49	573	51	0	524	473	0
6	3	55	82	718	54	63	636	609	27
15	3	151	270	770	51	174	500	568	119
12	5	91	127	922	103	49	795	728	36
14	6	128	143	1018	108	26	875	782	15
10	6	85	305	1028	84	63	723	859	220
17	6	164	240	1050	68	27	810	818	76
11	10	89	106	1183	129	11	1077	965	17
13	11	106	128	1211	152	60	1083	953	22
19	26	166	175	1678	367	316	1503	1145	9
0	0	0	0	1678	293	0	1678	1385	0
