FCFS,FeedBackRRS,IdealSJF,RRS,SJF
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
4.8,0.0,4.8,2.2,4.8
14.4,0.0,24.4,3.6,102.2
20.6,0.4,69.2,8.6,47.8
36.4,21.8,140.4,15.4,64.8
55.4,33.4,145.2,26.2,13.8
61.4,55.6,72.6,29.6,138.0
77.8,20.6,83.4,41.2,61.4
124.8,58.4,74.6,48.8,109.8
136.4,26.2,88.8,56.6,125.6
