id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1165.0,118.4,0.0,1165.0,1046.6,0.0
1,0.0,0.0,0.0,91.0,28.2,48.4,91.0,62.8,0.0
2,0.0,8.8,13.6,355.8,78.8,65.0,342.2,268.2,4.8
3,0.0,23.0,47.4,397.4,86.6,55.4,350.0,287.8,24.4
4,0.0,30.6,99.8,701.0,165.4,141.4,601.2,505.0,69.2
5,0.0,37.2,177.6,802.2,142.2,110.2,624.6,622.8,140.4
6,0.0,40.4,185.6,713.4,121.6,185.0,527.8,551.4,145.2
7,0.0,50.4,123.0,454.6,101.8,93.0,331.6,302.4,72.6
8,0.0,64.2,147.6,646.2,163.8,167.0,498.6,418.2,83.4
9,0.0,81.8,156.4,235.0,30.6,18.4,78.6,122.6,74.6
10,0.0,89.4,178.2,829.2,127.6,141.6,651.0,612.2,88.8
