id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1478.6,105.0,0.0,1478.6,1373.6,0.0
1,0.0,0.0,0.0,152.6,21.0,26.6,152.6,131.6,0.0
2,0.0,9.0,13.6,637.4,56.0,31.4,623.8,572.4,4.6
3,0.0,23.2,183.2,665.6,46.0,40.0,482.4,596.4,160.0
4,0.0,36.4,89.6,429.0,54.8,42.4,339.4,337.8,53.2
5,0.0,46.8,138.4,470.8,56.0,19.2,332.4,368.0,91.6
6,0.0,56.8,68.4,586.0,38.6,15.6,517.6,490.6,11.6
7,0.0,65.6,276.4,679.2,72.6,51.0,402.8,541.0,210.8
8,0.0,75.0,272.0,895.4,84.6,101.4,623.4,735.8,197.0
9,0.0,85.8,325.4,771.8,59.6,20.6,446.4,626.4,239.6
10,0.0,91.0,441.6,779.2,70.6,42.4,337.6,617.6,350.6
11,0.0,97.2,542.8,1077.4,155.2,73.6,534.6,825.0,445.6
12,0.0,111.0,184.0,544.2,50.6,19.4,360.2,382.6,73.0
13,0.0,129.2,359.4,900.8,75.0,90.2,541.4,696.6,230.2
14,0.0,141.0,169.6,786.8,67.6,35.8,617.2,578.2,28.6
15,0.0,149.0,259.2,868.8,81.6,73.0,609.6,638.2,110.2
16,0.0,154.4,445.2,929.2,94.8,74.2,484.0,680.0,290.8
17,0.0,172.4,437.2,986.2,73.0,55.4,549.0,740.8,264.8
18,0.0,179.0,306.8,703.6,48.8,34.4,396.8,475.8,127.8
19,0.0,189.6,485.0,884.2,112.8,84.8,399.2,581.8,295.4
20,0.0,202.6,224.8,681.8,54.4,61.8,457.0,424.8,22.2
