FCFS,FeedBackRRS,IdealSJF,RRS,SJF
1312.0,1263.8,1292.4,1290.8,1302.8
80.8,73.2,80.8,77.0,80.8
215.6,231.0,215.6,234.6,215.6
357.0,356.6,357.0,365.8,357.0
524.0,560.0,523.0,530.2,538.0
601.0,665.8,591.6,596.8,612.2
666.4,690.6,667.8,670.0,664.2
892.8,877.8,895.2,877.8,899.0
1107.8,1083.8,1080.6,1086.2,1100.6
1004.2,1006.2,1005.4,1013.2,994.6
1091.6,1075.4,1085.0,1125.8,1062.2
