FCFS,FeedBackRRS,IdealSJF,RRS,SJF
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
1.6,0.0,1.6,1.6,1.6
6.8,0.0,6.8,0.4,6.8
5.0,0.0,5.0,1.6,5.0
17.0,0.0,17.0,2.8,22.2
36.8,0.0,38.2,4.6,34.6
21.8,0.0,32.2,3.6,22.2
26.2,0.0,1.6,3.6,16.0
20.2,0.0,17.6,6.2,14.4
39.2,2.2,40.6,10.4,23.8
