id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,912.2,81.0,0.0,912.2,831.2,0.0
1,0.0,0.0,0.0,114.2,31.2,40.0,114.2,83.0,0.0
2,0.0,0.0,225.8,430.2,83.0,46.8,204.4,347.2,225.8
3,0.0,0.0,166.2,346.4,68.4,59.8,180.2,278.0,166.2
4,0.0,0.0,51.2,302.2,81.6,62.8,251.0,220.6,51.2
5,0.0,0.0,100.2,333.6,83.4,28.2,233.4,250.2,100.2
6,0.0,0.0,97.6,214.6,57.4,23.2,117.0,157.2,97.6
7,0.0,0.0,119.8,431.2,107.2,76.0,311.4,324.0,119.8
8,0.0,0.0,172.0,598.6,125.2,151.4,426.6,473.4,172.0
9,0.0,0.0,213.2,440.0,88.6,30.6,226.8,351.4,213.2
10,0.0,0.0,240.4,478.0,105.2,63.4,237.6,372.8,240.4
