id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1017.8,186.6,0.0,1017.8,831.2,0.0
1,0.0,0.0,0.0,79.4,31.2,40.0,79.4,48.2,0.0
2,0.0,41.4,43.4,243.2,83.0,46.8,199.8,118.8,2.0
3,0.0,110.8,111.8,322.0,68.4,59.8,210.2,142.8,1.0
4,0.0,174.0,180.2,425.2,81.6,62.8,245.0,169.6,6.2
5,0.0,225.0,231.6,509.8,83.4,28.2,278.2,201.4,6.6
6,0.0,273.0,283.6,481.6,57.4,23.2,198.0,151.2,10.6
7,0.0,314.4,331.2,680.2,107.2,76.0,349.0,258.6,16.8
8,0.0,359.8,376.0,805.2,125.2,151.4,429.2,320.2,16.2
9,0.0,411.6,435.2,688.8,88.6,30.6,253.6,188.6,23.6
10,0.0,435.6,461.2,748.2,105.2,63.4,287.0,207.4,25.6
