id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,904.2,73.0,0.0,904.2,831.2,0.0
1,0.0,0.0,0.0,239.2,31.2,40.0,239.2,208.0,0.0
2,0.0,0.0,8.0,493.0,83.0,46.8,485.0,410.0,8.0
3,0.0,0.0,16.2,472.2,68.4,59.8,456.0,403.8,16.2
4,0.0,0.0,24.6,410.6,81.6,62.8,386.0,329.0,24.6
5,0.0,0.0,34.6,499.2,83.4,28.2,464.6,415.8,34.6
6,0.0,0.0,42.8,385.6,57.4,23.2,342.8,328.2,42.8
7,0.0,0.0,51.6,579.6,107.2,76.0,528.0,472.4,51.6
8,0.0,0.0,61.0,632.4,125.2,151.4,571.4,507.2,61.0
9,0.0,0.0,68.0,490.8,88.6,30.6,422.8,402.2,68.0
10,0.0,0.0,76.4,560.4,105.2,63.4,484.0,455.2,76.4
