id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1312.0,480.8,0.0,1312.0,831.2,0.0
1,0.0,0.0,0.0,80.8,31.2,40.0,80.8,49.6,0.0
2,0.0,82.2,83.8,215.6,83.0,46.8,131.8,50.4,1.6
3,0.0,220.2,227.0,357.0,68.4,59.8,130.0,68.4,6.8
4,0.0,346.2,351.2,524.0,81.6,62.8,172.8,96.2,5.0
5,0.0,448.2,465.2,601.0,83.4,28.2,135.8,69.4,17.0
6,0.0,543.6,580.4,666.4,57.4,23.2,86.0,65.4,36.8
7,0.0,625.8,647.6,892.8,107.2,76.0,245.2,159.8,21.8
8,0.0,715.6,741.8,1107.8,125.2,151.4,366.0,267.0,26.2
9,0.0,818.6,838.8,1004.2,88.6,30.6,165.4,97.0,20.2
10,0.0,866.4,905.6,1091.6,105.2,63.4,186.0,120.0,39.2
