id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1188.6,142.0,0.0,1188.6,1046.6,0.0
1,0.0,0.0,0.0,159.6,28.2,48.4,159.6,131.4,0.0
2,0.0,8.8,11.0,410.8,78.8,65.0,399.8,323.2,2.2
3,0.0,23.0,26.6,456.4,86.6,55.4,429.8,346.8,3.6
4,0.0,30.6,39.2,833.6,165.4,141.4,794.4,637.6,8.6
5,0.0,37.2,52.6,756.0,142.2,110.2,703.4,576.6,15.4
6,0.0,40.4,66.6,752.8,121.6,185.0,686.2,590.8,26.2
7,0.0,50.4,80.0,597.2,101.8,93.0,517.2,445.0,29.6
8,0.0,64.2,105.4,780.0,163.8,167.0,674.6,552.0,41.2
9,0.0,81.8,130.6,309.2,30.6,18.4,178.6,196.8,48.8
10,0.0,89.4,146.0,803.2,127.6,141.6,657.2,586.2,56.6
