id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1525.8,152.2,0.0,1525.8,1373.6,0.0
1,0.0,0.0,0.0,118.0,21.0,26.6,118.0,97.0,0.0
2,0.0,9.0,13.6,392.0,56.0,31.4,378.4,327.0,4.6
3,0.0,23.2,44.4,400.2,46.0,40.0,355.8,331.0,21.2
4,0.0,36.4,75.8,428.2,54.8,42.4,352.4,337.0,39.4
5,0.0,46.8,89.8,486.6,56.0,19.2,396.8,383.8,43.0
6,0.0,56.8,116.8,477.8,38.6,15.6,361.0,382.4,60.0
7,0.0,65.6,144.2,947.4,72.6,51.0,803.2,809.2,78.6
8,0.0,75.0,186.0,877.2,84.6,101.4,691.2,717.6,111.0
9,0.0,85.8,212.2,637.2,59.6,20.6,425.0,491.8,126.4
10,0.0,91.0,237.8,728.2,70.6,42.4,490.4,566.6,146.8
11,0.0,97.2,276.8,1021.4,155.2,73.6,744.6,769.0,179.6
12,0.0,111.0,319.6,712.6,50.6,19.4,393.0,551.0,208.6
13,0.0,129.2,341.6,999.8,75.0,90.2,658.2,795.6,212.4
14,0.0,141.0,357.2,874.8,67.6,35.8,517.6,666.2,216.2
15,0.0,149.0,382.4,972.0,81.6,73.0,589.6,741.4,233.4
16,0.0,154.4,410.2,963.8,94.8,74.2,553.6,714.6,255.8
17,0.0,172.4,452.8,1006.6,73.0,55.4,553.8,761.2,280.4
18,0.0,179.0,477.2,910.8,48.8,34.4,433.6,683.0,298.2
19,0.0,189.6,498.4,929.2,112.8,84.8,430.8,626.8,308.8
20,0.0,202.6,535.0,974.2,54.4,61.8,439.2,717.2,332.4
