FCFS,FeedBackRRS,IdealSJF,RRS,SJF
60.6,47.0,65.2,59.4,60.4
21.0,21.0,21.0,21.0,21.0
56.0,56.0,56.0,56.0,56.0
46.0,46.0,46.0,46.0,46.0
54.8,54.8,54.8,54.8,54.8
56.0,56.0,56.0,56.0,56.0
