id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	1	1	0	1	0	0
2	0	20	20	30	10	0	10	0	0
4	0	39	40	191	24	25	151	128	1
8	0	82	120	228	10	8	108	136	38
16	0	153	258	404	20	0	146	231	105
7	0	65	95	460	25	6	365	370	30
9	0	84	122	504	34	14	382	386	38
20	0	191	338	508	6	49	170	311	147
3	0	30	30	524	61	10	494	433	0
18	0	165	298	551	27	0	253	359	133
5	0	49	58	581	51	0	523	481	9
6	0	55	68	674	54	63	606	565	13
17	0	164	288	887	68	27	599	655	124
15	0	151	248	900	51	174	652	698	97
10	0	85	132	955	84	63	823	786	47
14	0	128	210	1068	108	26	858	832	82
12	0	91	158	1075	103	49	917	881	67
11	0	89	148	1100	129	11	952	882	59
13	0	106	176	1189	152	60	1013	931	70
19	0	166	308	1682	367	316	1374	1149	142
0	0	0	0	1682	297	0	1682	1385	0
