id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	0	33	48	82	17	12	34	32	15
1	0	0	0	92	26	36	92	66	0
6	0	52	59	124	31	6	65	41	7
18	0	156	163	215	9	31	52	50	7
7	0	65	67	231	46	74	164	120	2
20	0	176	231	250	19	0	19	55	55
14	0	128	133	344	52	41	211	164	5
5	0	37	372	418	35	7	46	346	335
19	0	164	345	486	55	30	141	267	181
17	0	155	269	520	71	122	251	294	114
15	0	134	142	647	53	124	505	460	8
2	0	1	7	665	85	23	658	579	6
13	0	123	672	766	48	6	94	595	549
16	0	141	174	864	149	140	690	574	33
3	0	26	717	892	74	51	175	792	691
12	0	114	124	1002	72	7	878	816	10
10	0	98	1027	1092	65	0	65	929	929
8	0	75	892	1282	131	61	390	1076	817
9	0	95	152	1372	141	73	1220	1136	57
11	0	107	109	1685	358	225	1576	1220	2
0	0	0	0	1685	148	0	1685	1537	0
