id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	25	25	26	1	0	1	0	0
1	1	0	0	59	45	11	59	14	0
4	0	66	66	73	7	0	7	0	0
6	0	108	108	111	3	0	3	0	0
9	0	142	142	194	20	0	52	32	0
12	0	172	194	200	6	0	6	22	22
7	1	111	111	217	20	0	106	86	0
17	1	405	405	524	23	24	119	96	0
18	1	429	429	557	43	9	128	85	0
3	2	35	35	628	29	38	593	564	0
14	2	264	264	644	46	61	380	334	0
15	4	271	271	811	59	2	540	481	0
19	4	448	448	847	42	0	399	357	0
11	5	163	163	944	87	4	781	694	0
5	6	96	96	1048	81	1	952	871	0
10	7	149	159	1083	133	56	924	801	10
20	8	483	483	1108	94	81	625	531	0
8	7	134	134	1134	139	149	1000	861	0
16	9	300	300	1159	119	50	859	740	0
13	10	255	255	1183	153	301	928	775	0
0	0	0	0	1183	33	0	1183	1150	0
