FCFS,FeedBackRRS,IdealSJF,RRS,SJF
645.0,626.6,630.0,638.6,636.2
81.2,72.8,55.2,55.2,90.8
161.0,320.0,135.2,191.0,253.4
165.0,260.6,119.6,189.0,193.8
196.8,170.4,172.2,195.4,206.8
183.2,253.6,140.0,224.2,186.4
143.8,179.6,81.8,162.6,156.6
274.6,267.2,218.6,275.6,192.8
315.4,309.4,283.8,317.2,309.2
145.0,198.2,132.0,196.0,155.2
139.6,235.0,150.6,223.8,135.8
