id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1023.0,191.8,0.0,1023.0,831.2,0.0
1,0.0,0.0,0.0,88.2,31.2,40.0,88.2,57.0,0.0
2,0.0,41.4,47.8,273.8,83.0,46.8,226.0,149.4,6.4
3,0.0,110.8,115.4,288.4,68.4,59.8,173.0,109.2,4.6
4,0.0,174.0,191.6,468.2,81.6,62.8,276.6,212.6,17.6
5,0.0,225.0,237.4,451.8,83.4,28.2,214.4,143.4,12.4
6,0.0,273.0,311.8,495.2,57.4,23.2,183.4,164.8,38.8
7,0.0,314.4,423.4,734.2,107.2,76.0,310.8,312.6,109.0
8,0.0,359.8,394.0,830.6,125.2,151.4,436.6,345.6,34.2
9,0.0,411.6,452.6,668.2,88.6,30.6,215.6,168.0,41.0
10,0.0,435.6,493.8,671.6,105.2,63.4,177.8,130.8,58.2
