id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1302.8,471.6,0.0,1302.8,831.2,0.0
1,0.0,0.0,0.0,80.8,31.2,40.0,80.8,49.6,0.0
2,0.0,82.2,83.8,215.6,83.0,46.8,131.8,50.4,1.6
3,0.0,220.2,227.0,357.0,68.4,59.8,130.0,68.4,6.8
4,0.0,346.2,351.2,538.0,81.6,62.8,186.8,110.2,5.0
5,0.0,448.2,470.4,612.2,83.4,28.2,141.8,80.6,22.2
6,0.0,543.6,578.2,664.2,57.4,23.2,86.0,63.2,34.6
7,0.0,625.8,648.0,899.0,107.2,76.0,251.0,166.0,22.2
8,0.0,715.6,731.6,1100.6,125.2,151.4,369.0,259.8,16.0
9,0.0,818.6,833.0,994.6,88.6,30.6,161.6,87.4,14.4
10,0.0,866.4,890.2,1062.2,105.2,63.4,172.0,90.6,23.8
