id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,920.4,89.2,0.0,920.4,831.2,0.0
1,0.0,0.0,0.0,254.8,31.2,40.0,254.8,223.6,0.0
2,0.0,0.0,244.4,567.8,83.0,46.8,323.4,484.8,244.4
3,0.0,0.0,290.0,525.8,68.4,59.8,235.8,457.4,290.0
4,0.0,0.0,80.0,440.2,81.6,62.8,360.2,358.6,80.0
5,0.0,0.0,100.2,404.6,83.4,28.2,304.4,321.2,100.2
6,0.0,0.0,13.6,331.2,57.4,23.2,317.6,273.8,13.6
7,0.0,0.0,325.8,624.8,107.2,76.0,299.0,517.6,325.8
8,0.0,0.0,46.2,651.0,125.2,151.4,604.8,525.8,46.2
9,0.0,0.0,132.4,457.2,88.6,30.6,324.8,368.6,132.4
10,0.0,0.0,195.2,475.0,105.2,63.4,279.8,369.8,195.2
