id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,926.8,95.6,0.0,926.8,831.2,0.0
1,2.0,0.0,0.0,237.4,31.2,40.0,237.4,206.2,0.0
2,6.0,0.0,0.0,514.2,83.0,46.8,514.2,431.2,0.0
3,4.8,0.0,17.0,431.4,68.4,59.8,414.4,363.0,17.0
4,6.4,0.0,64.8,428.2,81.6,62.8,363.4,346.6,64.8
5,6.8,0.0,30.0,532.0,83.4,28.2,502.0,448.6,30.0
6,4.6,0.0,55.6,403.2,57.4,23.2,347.6,345.8,55.6
7,7.4,0.0,70.2,551.4,107.2,76.0,481.2,444.2,70.2
8,8.8,0.0,77.4,594.6,125.2,151.4,517.2,469.4,77.4
9,7.0,0.0,43.2,480.8,88.6,30.6,437.6,392.2,43.2
10,8.4,0.0,26.6,553.2,105.2,63.4,526.6,448.0,26.6
