id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1015.4,184.2,0.0,1015.4,831.2,0.0
1,0.0,0.0,0.0,88.2,31.2,40.0,88.2,57.0,0.0
2,0.0,41.4,47.8,217.2,83.0,46.8,169.4,92.8,6.4
3,0.0,110.8,115.4,260.0,68.4,59.8,144.6,80.8,4.6
4,0.0,174.0,197.0,426.2,81.6,62.8,229.2,170.6,23.0
5,0.0,225.0,245.0,463.0,83.4,28.2,218.0,154.6,20.0
6,0.0,273.0,319.4,457.8,57.4,23.2,138.4,127.4,46.4
7,0.0,314.4,398.0,742.8,107.2,76.0,344.8,321.2,83.6
8,0.0,359.8,433.8,853.0,125.2,151.4,419.2,368.0,74.0
9,0.0,411.6,486.4,685.8,88.6,30.6,199.4,185.6,74.8
10,0.0,435.6,539.4,724.0,105.2,63.4,184.6,183.2,103.8
