id,priority,createdTime,startedTime,terminatedTime,cpuTime,blockedTime,turnaroundTime,waitingTime,responseTime
0,0.0,0.0,0.0,1290.8,459.6,0.0,1290.8,831.2,0.0
1,0.0,0.0,0.0,77.0,31.2,40.0,77.0,45.8,0.0
2,0.0,82.2,83.8,234.6,83.0,46.8,150.8,69.4,1.6
3,0.0,220.2,220.6,365.8,68.4,59.8,145.2,77.2,0.4
4,0.0,346.2,347.8,530.2,81.6,62.8,182.4,102.4,1.6
5,0.0,448.2,451.0,596.8,83.4,28.2,145.8,65.2,2.8
6,0.0,543.6,548.2,670.0,57.4,23.2,121.8,69.0,4.6
7,0.0,625.8,629.4,877.8,107.2,76.0,248.4,144.8,3.6
8,0.0,715.6,719.2,1086.2,125.2,151.4,367.0,245.4,3.6
9,0.0,818.6,824.8,1013.2,88.6,30.6,188.4,106.0,6.2
10,0.0,866.4,876.8,1125.8,105.2,63.4,249.0,154.2,10.4
